"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SAT18"	4.900966e-33	0.7291242	0.717	0.616	1.074488e-28	"Activated Naive"	"SAT1"
"IRF2BP28"	6.121165e-33	0.922242	0.363	0.215	1.342004e-28	"Activated Naive"	"IRF2BP2"
"PDE4B5"	4.613571e-32	0.8133797	0.492	0.331	1.011479e-27	"Activated Naive"	"PDE4B"
"SRSF57"	8.190395e-32	0.5251104	0.788	0.712	1.795662e-27	"Activated Naive"	"SRSF5"
"IRF45"	1.730254e-31	0.8370042	0.239	0.112	3.793409e-27	"Activated Naive"	"IRF4"
"SARAF5"	4.175577e-30	0.4418593	0.843	0.739	9.154536e-26	"Activated Naive"	"SARAF"
"CCL46"	4.356085e-30	0.603174	0.117	0.036	9.550281e-26	"Activated Naive"	"CCL4"
"MT-ND48"	1.021672e-29	0.378452	0.963	0.929	2.239915e-25	"Activated Naive"	"MT-ND4"
"PTGER47"	2.12545e-29	0.7131729	0.315	0.17	4.659838e-25	"Activated Naive"	"PTGER4"
"AREG9"	2.455487e-29	0.9186173	0.298	0.157	5.383409e-25	"Activated Naive"	"AREG"
"TUBA1A3"	1.449948e-28	0.9478925	0.449	0.31	3.178867e-24	"Activated Naive"	"TUBA1A"
"TAGAP4"	4.146106e-28	0.8148838	0.511	0.383	9.089923e-24	"Activated Naive"	"TAGAP"
"SNX95"	5.353478e-28	0.8214319	0.385	0.242	1.173696e-23	"Activated Naive"	"SNX9"
"FDCSP6"	6.693826e-28	0.443366	0.146	0.054	1.467554e-23	"Activated Naive"	"FDCSP"
"MYC3"	1.351614e-27	1.0039	0.306	0.176	2.963278e-23	"Activated Naive"	"MYC"
"FTL11"	1.431485e-27	0.2835791	0.95	0.946	3.138388e-23	"Activated Naive"	"FTL"
"CLEC2B9"	6.343485e-27	0.7291939	0.31	0.169	1.390746e-22	"Activated Naive"	"CLEC2B"
"RPS96"	1.168319e-26	0.2587625	0.999	0.991	2.561422e-22	"Activated Naive"	"RPS9"
"CA27"	1.179701e-26	0.2533579	0.059	0.013	2.586376e-22	"Activated Naive"	"CA2"
"AC007384.14"	6.481327e-26	0.553032	0.232	0.113	1.420966e-21	"Activated Naive"	"AC007384.1"
"CHMP1B5"	7.532266e-26	0.9490886	0.293	0.169	1.651374e-21	"Activated Naive"	"CHMP1B"
"C1orf1629"	1.05378e-24	0.524551	0.343	0.203	2.310308e-20	"Activated Naive"	"C1orf162"
"KCNG11"	1.187199e-24	0.139233	0.052	0.011	2.602815e-20	"Activated Naive"	"KCNG1"
"CYCS5"	2.069627e-24	0.8362377	0.548	0.454	4.537451e-20	"Activated Naive"	"CYCS"
"CD525"	9.216451e-24	0.2637108	0.974	0.94	2.020615e-19	"Activated Naive"	"CD52"
"CD373"	9.426516e-24	0.3137773	0.96	0.935	2.066669e-19	"Activated Naive"	"CD37"
"RBKS3"	1.193212e-23	0.7581114	0.213	0.105	2.615997e-19	"Activated Naive"	"RBKS"
"RPS236"	1.305588e-23	0.1909083	1	0.998	2.862371e-19	"Activated Naive"	"RPS23"
"MMP171"	1.810809e-23	0.2038575	0.053	0.012	3.970018e-19	"Activated Naive"	"MMP17"
"ZFP36L210"	9.623654e-23	0.4148613	0.758	0.656	2.10989e-18	"Activated Naive"	"ZFP36L2"
"RPL97"	1.097652e-21	0.2188835	0.997	0.991	2.406492e-17	"Activated Naive"	"RPL9"
"ZFAND57"	1.724227e-21	0.8001676	0.411	0.302	3.780194e-17	"Activated Naive"	"ZFAND5"
"PTPRK3"	2.755468e-21	0.2521866	0.092	0.03	6.041089e-17	"Activated Naive"	"PTPRK"
"DSP2"	3.135063e-21	0.171359	0.04	0.008	6.873312e-17	"Activated Naive"	"DSP"
"FCMR4"	4.797868e-21	0.4803654	0.619	0.51	1.051885e-16	"Activated Naive"	"FCMR"
"AL139020.11"	1.500937e-20	0.3196196	0.11	0.041	3.290653e-16	"Activated Naive"	"AL139020.1"
"NFKB26"	3.89202e-20	0.5880139	0.299	0.185	8.532865e-16	"Activated Naive"	"NFKB2"
"RPL138"	5.527071e-20	0.1640726	1	0.999	1.211755e-15	"Activated Naive"	"RPL13"
"KLF109"	6.786403e-20	0.7210155	0.203	0.108	1.487851e-15	"Activated Naive"	"KLF10"
"RPS27A8"	1.132221e-19	0.1705155	1	0.998	2.482281e-15	"Activated Naive"	"RPS27A"
"CD79A4"	1.788466e-19	0.3069954	0.946	0.818	3.921033e-15	"Activated Naive"	"CD79A"
"LAIR110"	2.800139e-19	0.3282408	0.162	0.073	6.139025e-15	"Activated Naive"	"LAIR1"
"PNRC17"	5.826293e-19	0.5302548	0.662	0.616	1.277356e-14	"Activated Naive"	"PNRC1"
"HES13"	7.955737e-19	0.2807876	0.059	0.016	1.744216e-14	"Activated Naive"	"HES1"
"VPS37B3"	9.497691e-19	0.5531784	0.237	0.134	2.082274e-14	"Activated Naive"	"VPS37B"
"HLA-DPA19"	1.160901e-18	0.2952698	0.973	0.83	2.545159e-14	"Activated Naive"	"HLA-DPA1"
"IFRD11"	1.301933e-18	0.6919426	0.315	0.209	2.854357e-14	"Activated Naive"	"IFRD1"
"FOXP15"	2.045144e-18	0.5351682	0.518	0.42	4.483774e-14	"Activated Naive"	"FOXP1"
"HLA-DRA9"	5.790892e-18	0.2781196	0.994	0.839	1.269595e-13	"Activated Naive"	"HLA-DRA"
"RBM395"	1.186114e-17	0.4844284	0.718	0.716	2.600437e-13	"Activated Naive"	"RBM39"
"SNHG86"	1.631401e-17	0.5202465	0.629	0.585	3.576684e-13	"Activated Naive"	"SNHG8"
"AC006058.2"	2.4925e-17	0.008045793	0.003	0	5.464557e-13	"Activated Naive"	"AC006058.2"
"MANBA7"	2.989101e-17	0.6633474	0.316	0.216	6.553305e-13	"Activated Naive"	"MANBA"
"CR24"	3.343014e-17	0.5558938	0.443	0.338	7.329225e-13	"Activated Naive"	"CR2"
"HLA-DPB18"	3.588496e-17	0.2329487	0.97	0.827	7.867418e-13	"Activated Naive"	"HLA-DPB1"
"CD2002"	6.156129e-17	0.2365675	0.117	0.049	1.34967e-12	"Activated Naive"	"CD200"
"RALGPS23"	6.446487e-17	0.4820096	0.578	0.489	1.413328e-12	"Activated Naive"	"RALGPS2"
"DDIT33"	6.996317e-17	0.8251113	0.275	0.179	1.533872e-12	"Activated Naive"	"DDIT3"
"MIR155HG5"	8.181256e-17	1.030127	0.296	0.199	1.793658e-12	"Activated Naive"	"MIR155HG"
"SIDT14"	1.247061e-16	0.4954143	0.246	0.147	2.734057e-12	"Activated Naive"	"SIDT1"
"ESAM4"	2.04347e-16	0.1800239	0.049	0.013	4.480105e-12	"Activated Naive"	"ESAM"
"RASGEF1B5"	3.780215e-16	0.7049119	0.259	0.164	8.287744e-12	"Activated Naive"	"RASGEF1B"
"IRF18"	7.565488e-16	0.7121535	0.439	0.352	1.658658e-11	"Activated Naive"	"IRF1"
"CD749"	1.603151e-15	0.2613535	1	0.955	3.514749e-11	"Activated Naive"	"CD74"
"KLF25"	3.113704e-15	0.2551314	0.539	0.396	6.826484e-11	"Activated Naive"	"KLF2"
"SNHG155"	4.762575e-15	0.7253398	0.305	0.216	1.044147e-10	"Activated Naive"	"SNHG15"
"BIRC33"	1.490737e-14	0.6202604	0.398	0.306	3.268292e-10	"Activated Naive"	"BIRC3"
"DNAJA16"	1.824656e-14	0.7733691	0.509	0.451	4.000376e-10	"Activated Naive"	"DNAJA1"
"RPSA6"	3.48199e-14	0.1972169	0.993	0.984	7.633915e-10	"Activated Naive"	"RPSA"
"ELL27"	5.333878e-14	0.629825	0.2	0.119	1.169399e-09	"Activated Naive"	"ELL2"
"OLAH"	5.382192e-14	0.01739216	0.003	0	1.179992e-09	"Activated Naive"	"OLAH"
"BHLHE23"	5.388334e-14	0.01832495	0.003	0	1.181338e-09	"Activated Naive"	"BHLHE23"
"TPT112"	7.340254e-14	0.1474707	1	0.996	1.609277e-09	"Activated Naive"	"TPT1"
"NCF12"	7.655819e-14	0.3972579	0.745	0.742	1.678462e-09	"Activated Naive"	"NCF1"
"P2RX14"	1.010469e-13	0.3307774	0.089	0.037	2.215353e-09	"Activated Naive"	"P2RX1"
"CCL37"	1.08288e-13	0.4832342	0.066	0.023	2.374107e-09	"Activated Naive"	"CCL3"
"AC007952.48"	1.885465e-13	0.5037001	0.247	0.158	4.133693e-09	"Activated Naive"	"AC007952.4"
"PDE7B1"	2.645707e-13	0.1708097	0.064	0.023	5.800449e-09	"Activated Naive"	"PDE7B"
"BANK15"	2.657903e-13	0.3186549	0.66	0.548	5.827185e-09	"Activated Naive"	"BANK1"
"NUP581"	4.704571e-13	0.639275	0.309	0.228	1.03143e-08	"Activated Naive"	"NUP58"
"DUSP67"	4.726206e-13	0.3112129	0.116	0.055	1.036173e-08	"Activated Naive"	"DUSP6"
"NFKBIB3"	7.355411e-13	0.5367532	0.233	0.153	1.6126e-08	"Activated Naive"	"NFKBIB"
"ABCB42"	8.165054e-13	0.3146081	0.119	0.057	1.790106e-08	"Activated Naive"	"ABCB4"
"CCNH8"	9.852742e-13	0.6028661	0.359	0.283	2.160115e-08	"Activated Naive"	"CCNH"
"RPL346"	1.122215e-12	0.1310217	1	0.998	2.460343e-08	"Activated Naive"	"RPL34"
"CNN33"	1.484461e-12	0.1314844	0.031	0.008	3.254533e-08	"Activated Naive"	"CNN3"
"FCRL13"	2.397714e-12	0.5351481	0.328	0.242	5.256748e-08	"Activated Naive"	"FCRL1"
"C16orf742"	2.977173e-12	0.3538078	0.187	0.11	6.527153e-08	"Activated Naive"	"C16orf74"
"SIK1B4"	3.306487e-12	0.331956	0.096	0.043	7.249142e-08	"Activated Naive"	"SIK1B"
"CCR76"	4.253162e-12	0.5058225	0.29	0.2	9.324633e-08	"Activated Naive"	"CCR7"
"RHOH2"	7.399212e-12	0.472559	0.647	0.625	1.622203e-07	"Activated Naive"	"RHOH"
"RPS55"	7.674447e-12	0.1496987	0.996	0.991	1.682546e-07	"Activated Naive"	"RPS5"
"PIM35"	1.11345e-11	0.7547749	0.265	0.189	2.441128e-07	"Activated Naive"	"PIM3"
"FAM46C2"	1.115035e-11	0.4517598	0.293	0.205	2.444604e-07	"Activated Naive"	"FAM46C"
"NT5E4"	1.205815e-11	0.341615	0.113	0.056	2.643629e-07	"Activated Naive"	"NT5E"
"TRAF42"	1.318936e-11	0.5054032	0.266	0.186	2.891634e-07	"Activated Naive"	"TRAF4"
"SNHG94"	1.706946e-11	0.5135593	0.322	0.244	3.742309e-07	"Activated Naive"	"SNHG9"
"PPP1R15B3"	1.716485e-11	0.47574	0.183	0.112	3.763222e-07	"Activated Naive"	"PPP1R15B"
"PARP155"	1.95726e-11	0.4494929	0.376	0.292	4.291097e-07	"Activated Naive"	"PARP15"
"EEF1B27"	2.43229e-11	0.2019568	0.96	0.958	5.332553e-07	"Activated Naive"	"EEF1B2"
"IGHV4-343"	3.994589e-11	0.1506205	0.134	0.072	8.757738e-07	"Activated Naive"	"IGHV4-34"
"APP8"	5.468617e-11	0.2789877	0.114	0.058	1.19894e-06	"Activated Naive"	"APP"
"MALAT18"	5.833027e-11	0.1449314	1	0.985	1.278833e-06	"Activated Naive"	"MALAT1"
"COQ72"	7.264757e-11	0.3984642	0.147	0.085	1.592725e-06	"Activated Naive"	"COQ7"
"SH3BP26"	7.875237e-11	0.358253	0.167	0.099	1.726567e-06	"Activated Naive"	"SH3BP2"
"TMSB1011"	8.539204e-11	0.1487994	0.989	0.986	1.872135e-06	"Activated Naive"	"TMSB10"
"DUSP54"	8.88891e-11	0.416797	0.133	0.073	1.948805e-06	"Activated Naive"	"DUSP5"
"IRS26"	1.173693e-10	0.2779565	0.112	0.057	2.573205e-06	"Activated Naive"	"IRS2"
"PLPP53"	1.644806e-10	0.463335	0.253	0.177	3.606072e-06	"Activated Naive"	"PLPP5"
"NIPAL43"	1.691602e-10	0.1290224	0.02	0.004	3.708668e-06	"Activated Naive"	"NIPAL4"
"CLEC17A4"	1.996099e-10	0.3603332	0.199	0.128	4.376248e-06	"Activated Naive"	"CLEC17A"
"ST6GALNAC33"	1.996317e-10	0.1076055	0.026	0.006	4.376726e-06	"Activated Naive"	"ST6GALNAC3"
"LINC023973"	2.59574e-10	0.3723137	0.346	0.263	5.690901e-06	"Activated Naive"	"LINC02397"
"PIK3IP16"	2.707657e-10	0.4097874	0.323	0.237	5.936268e-06	"Activated Naive"	"PIK3IP1"
"PMEPA17"	2.898792e-10	0.2768515	0.102	0.05	6.355312e-06	"Activated Naive"	"PMEPA1"
"PLK24"	3.300009e-10	0.1822954	0.054	0.02	7.234941e-06	"Activated Naive"	"PLK2"
"LINC01929"	3.626533e-10	0.008129076	0.003	0	7.950812e-06	"Activated Naive"	"LINC01929"
"RNASE68"	3.705103e-10	0.3752092	0.197	0.126	8.123068e-06	"Activated Naive"	"RNASE6"
"CXCR51"	3.957066e-10	0.5008898	0.332	0.261	8.675471e-06	"Activated Naive"	"CXCR5"
"LINC014151"	4.53659e-10	0.03371919	0.006	0	9.94602e-06	"Activated Naive"	"LINC01415"
"BCL23"	7.276935e-10	0.475821	0.217	0.147	1.595395e-05	"Activated Naive"	"BCL2"
"DNASE1L37"	7.825909e-10	0.1755923	0.087	0.041	1.715752e-05	"Activated Naive"	"DNASE1L3"
"IGLV3-193"	8.096025e-10	0.1956443	0.063	0.026	1.774972e-05	"Activated Naive"	"IGLV3-19"
"RPS115"	9.099166e-10	0.1865935	0.94	0.954	1.994901e-05	"Activated Naive"	"RPS11"
"FOSL15"	9.131283e-10	0.08695788	0.014	0.002	2.001942e-05	"Activated Naive"	"FOSL1"
"DDX3X4"	9.783031e-10	0.5336906	0.435	0.393	2.144832e-05	"Activated Naive"	"DDX3X"
"HLA-DRB59"	9.937106e-10	0.1916545	0.848	0.739	2.178611e-05	"Activated Naive"	"HLA-DRB5"
"NKILA3"	1.030545e-09	0.08869088	0.023	0.005	2.259366e-05	"Activated Naive"	"NKILA"
"RPL107"	1.248111e-09	0.09505842	1	0.999	2.736358e-05	"Activated Naive"	"RPL10"
"LDOC15"	1.279643e-09	0.09746114	0.044	0.016	2.805489e-05	"Activated Naive"	"LDOC1"
"GAPT4"	2.598233e-09	0.3649463	0.289	0.213	5.696367e-05	"Activated Naive"	"GAPT"
"DDX3Y2"	2.614175e-09	0.6242238	0.177	0.117	5.731317e-05	"Activated Naive"	"DDX3Y"
"WDR745"	2.830576e-09	0.4673655	0.296	0.232	6.205755e-05	"Activated Naive"	"WDR74"
"AC087239.12"	3.313162e-09	0.3173503	0.155	0.093	7.263776e-05	"Activated Naive"	"AC087239.1"
"ICAM111"	3.362049e-09	0.4695352	0.149	0.091	7.370956e-05	"Activated Naive"	"ICAM1"
"ATP2B1-AS13"	3.709853e-09	0.4314634	0.283	0.213	8.133481e-05	"Activated Naive"	"ATP2B1-AS1"
"HNRNPDL4"	4.285977e-09	0.329537	0.738	0.742	9.396576e-05	"Activated Naive"	"HNRNPDL"
"RPL397"	4.649358e-09	0.09290233	1	0.996	0.0001019325	"Activated Naive"	"RPL39"
"LETM23"	4.850277e-09	0.1290999	0.059	0.024	0.0001063375	"Activated Naive"	"LETM2"
"AC134312.12"	5.754454e-09	0.02178361	0.003	0	0.0001261607	"Activated Naive"	"AC134312.1"
"MYO15B6"	7.676855e-09	0.1793535	0.064	0.028	0.0001683074	"Activated Naive"	"MYO15B"
"ZDHHC193"	7.890263e-09	0.07738085	0.02	0.005	0.0001729861	"Activated Naive"	"ZDHHC19"
"AC068338.32"	9.396719e-09	0.1364996	0.046	0.017	0.0002060137	"Activated Naive"	"AC068338.3"
"PPFIBP14"	9.990491e-09	0.1080542	0.037	0.013	0.0002190315	"Activated Naive"	"PPFIBP1"
"MATN1-AS13"	1.076051e-08	0.1823515	0.069	0.031	0.0002359133	"Activated Naive"	"MATN1-AS1"
"SLC38A27"	1.265077e-08	0.4711637	0.243	0.181	0.0002773555	"Activated Naive"	"SLC38A2"
"C10orf914"	1.342786e-08	0.08441123	0.019	0.004	0.0002943924	"Activated Naive"	"C10orf91"
"EIF2AK32"	1.488666e-08	0.5122215	0.213	0.153	0.0003263751	"Activated Naive"	"EIF2AK3"
"AC044849.17"	1.555415e-08	0.1634022	0.059	0.025	0.0003410092	"Activated Naive"	"AC044849.1"
"ARL5B7"	1.711913e-08	0.4022327	0.104	0.058	0.0003753198	"Activated Naive"	"ARL5B"
"TNF5"	1.900789e-08	0.4960658	0.157	0.099	0.000416729	"Activated Naive"	"TNF"
"KIAA0895"	1.983916e-08	0.06123909	0.016	0.003	0.0004349538	"Activated Naive"	"KIAA0895"
"FAM177B3"	2.177487e-08	0.2262513	0.084	0.042	0.0004773923	"Activated Naive"	"FAM177B"
"MZF1-AS14"	2.193179e-08	0.1165861	0.041	0.015	0.0004808326	"Activated Naive"	"MZF1-AS1"
"CD193"	2.330434e-08	0.1971802	0.697	0.656	0.0005109243	"Activated Naive"	"CD19"
"RGS113"	2.544754e-08	0.5460888	0.479	0.414	0.0005579119	"Activated Naive"	"RGS1"
"ZNF3181"	2.664353e-08	0.3511328	0.226	0.161	0.0005841327	"Activated Naive"	"ZNF318"
"RPL23A7"	3.330908e-08	0.1302868	0.996	0.994	0.0007302683	"Activated Naive"	"RPL23A"
"ALG133"	3.498349e-08	0.5781706	0.292	0.237	0.000766978	"Activated Naive"	"ALG13"
"PLEKHG12"	4.730374e-08	0.4268466	0.293	0.23	0.001037087	"Activated Naive"	"PLEKHG1"
"CCSER15"	4.886253e-08	0.1528261	0.047	0.019	0.001071262	"Activated Naive"	"CCSER1"
"NOV2"	4.98667e-08	0.01650537	0.003	0	0.001093278	"Activated Naive"	"NOV"
"ZC3H12A6"	6.570931e-08	0.3481979	0.139	0.086	0.001440611	"Activated Naive"	"ZC3H12A"
"IFITM210"	7.273536e-08	0.282651	0.668	0.619	0.00159465	"Activated Naive"	"IFITM2"
"PRR73"	8.757635e-08	0.4038199	0.113	0.067	0.001920024	"Activated Naive"	"PRR7"
"LIX1-AS13"	1.11415e-07	0.04581529	0.016	0.004	0.002442662	"Activated Naive"	"LIX1-AS1"
"LY93"	1.202113e-07	0.6260094	0.408	0.364	0.002635514	"Activated Naive"	"LY9"
"LDLRAD45"	1.328747e-07	0.4973977	0.258	0.197	0.002913145	"Activated Naive"	"LDLRAD4"
"DDX215"	1.333991e-07	0.4863286	0.428	0.39	0.002924642	"Activated Naive"	"DDX21"
"PDLIM14"	1.599894e-07	0.4082965	0.393	0.344	0.003507607	"Activated Naive"	"PDLIM1"
"RPS2110"	1.635529e-07	0.09751158	0.996	0.994	0.003585735	"Activated Naive"	"RPS21"
"DNAJB95"	1.884542e-07	0.4047355	0.197	0.14	0.004131669	"Activated Naive"	"DNAJB9"
"HLA-DMA5"	2.223238e-07	0.2177383	0.77	0.743	0.004874228	"Activated Naive"	"HLA-DMA"
"HMGCS16"	2.249714e-07	0.3633217	0.133	0.085	0.004932273	"Activated Naive"	"HMGCS1"
"BCAS22"	2.286767e-07	0.5511663	0.326	0.284	0.005013509	"Activated Naive"	"BCAS2"
"WSB14"	2.550062e-07	0.350945	0.479	0.452	0.005590757	"Activated Naive"	"WSB1"
"TREML21"	2.603715e-07	0.1247757	0.057	0.026	0.005708384	"Activated Naive"	"TREML2"
"MS4A15"	2.786674e-07	0.06020975	0.96	0.803	0.006109503	"Activated Naive"	"MS4A1"
"SLC38A15"	2.847316e-07	0.4588735	0.413	0.379	0.006242455	"Activated Naive"	"SLC38A1"
"NFKB16"	2.963461e-07	0.545833	0.279	0.229	0.006497091	"Activated Naive"	"NFKB1"
"CD1A2"	3.025763e-07	0.1526871	0.052	0.023	0.006633683	"Activated Naive"	"CD1A"
"TMEM2206"	3.183046e-07	0.1134106	0.027	0.009	0.00697851	"Activated Naive"	"TMEM220"
"AC078864.24"	3.303563e-07	0.04809214	0.006	0.001	0.007242732	"Activated Naive"	"AC078864.2"
"RPL37A7"	3.340207e-07	0.1267756	0.996	0.991	0.00732307	"Activated Naive"	"RPL37A"
"HNRNPA03"	3.449004e-07	0.3353588	0.579	0.581	0.007561597	"Activated Naive"	"HNRNPA0"
"CHD26"	3.613168e-07	0.4075822	0.345	0.294	0.00792151	"Activated Naive"	"CHD2"
"GNG115"	3.691002e-07	0.1640881	0.044	0.018	0.008092153	"Activated Naive"	"GNG11"
"RPS129"	4.207491e-07	0.09121787	1	0.998	0.009224504	"Activated Naive"	"RPS12"
"NAF14"	5.006783e-07	0.3704448	0.13	0.083	0.01097687	"Activated Naive"	"NAF1"
"FOXJ13"	5.239263e-07	0.02935541	0.006	0.001	0.01148656	"Activated Naive"	"FOXJ1"
"PFDN57"	5.881965e-07	0.1212177	0.914	0.947	0.01289562	"Activated Naive"	"PFDN5"
"AC103724.32"	6.081796e-07	0.06355822	0.019	0.005	0.01333373	"Activated Naive"	"AC103724.3"
"SKIL5"	6.735224e-07	0.4756934	0.306	0.256	0.0147663	"Activated Naive"	"SKIL"
"RPL319"	7.337658e-07	0.120928	0.997	0.992	0.01608708	"Activated Naive"	"RPL3"
"PRICKLE12"	7.388235e-07	0.1311136	0.047	0.021	0.01619797	"Activated Naive"	"PRICKLE1"
"LARGE22"	8.463842e-07	0.1879985	0.094	0.053	0.01855613	"Activated Naive"	"LARGE2"
"APLP24"	9.078492e-07	0.3122286	0.179	0.125	0.01990368	"Activated Naive"	"APLP2"
"AC012485.3"	1.02931e-06	0.01251539	0.004	0	0.0225666	"Activated Naive"	"AC012485.3"
"BACH21"	1.05615e-06	0.2545433	0.363	0.295	0.02315504	"Activated Naive"	"BACH2"
"TRIM393"	1.125471e-06	0.2113385	0.082	0.045	0.02467483	"Activated Naive"	"TRIM39"
"HSP90AB13"	1.146339e-06	0.2791547	0.86	0.842	0.02513233	"Activated Naive"	"HSP90AB1"
"ITGA42"	1.186218e-06	0.3743549	0.33	0.278	0.02600664	"Activated Naive"	"ITGA4"
"ID34"	1.288108e-06	0.08488425	0.19	0.288	0.02824048	"Activated Naive"	"ID3"
"CHORDC11"	1.357524e-06	0.00103792	0.156	0.253	0.02976235	"Activated Naive"	"CHORDC1"
"MPPED23"	1.376899e-06	0.02376801	0.007	0.001	0.03018712	"Activated Naive"	"MPPED2"
"VAV3-AS11"	1.403045e-06	0.2003609	0.073	0.038	0.03076036	"Activated Naive"	"VAV3-AS1"
"FAM163A1"	1.421621e-06	0.01691885	0.001	0	0.03116763	"Activated Naive"	"FAM163A"
"IGLV3-261"	1.421621e-06	0.01321865	0.001	0	0.03116763	"Activated Naive"	"IGLV3-26"
"AL445470.1"	1.421621e-06	0.01243169	0.001	0	0.03116763	"Activated Naive"	"AL445470.1"
"AL139819.1"	1.421621e-06	0.01088364	0.001	0	0.03116763	"Activated Naive"	"AL139819.1"
"CORO7-PAM16"	1.421621e-06	0.007067422	0.001	0	0.03116763	"Activated Naive"	"CORO7-PAM16"
"AC008534.11"	1.421621e-06	0.006439565	0.001	0	0.03116763	"Activated Naive"	"AC008534.1"
"AKAP141"	1.421621e-06	0.006430669	0.001	0	0.03116763	"Activated Naive"	"AKAP14"
"AC124944.11"	1.421621e-06	0.006325398	0.001	0	0.03116763	"Activated Naive"	"AC124944.1"
"LINC00971"	1.421621e-06	0.004789164	0.001	0	0.03116763	"Activated Naive"	"LINC00971"
"OR2L5"	1.421621e-06	0.003351638	0.001	0	0.03116763	"Activated Naive"	"OR2L5"
"IGKV1D-35"	1.422994e-06	0.01226417	0.001	0	0.03119772	"Activated Naive"	"IGKV1D-35"
"MIR1302-2HG2"	1.422994e-06	0.006964488	0.001	0	0.03119772	"Activated Naive"	"MIR1302-2HG"
"GOLGA8S2"	1.422994e-06	0.006447167	0.001	0	0.03119772	"Activated Naive"	"GOLGA8S"
"MAGEB101"	1.422994e-06	0.003744452	0.001	0	0.03119772	"Activated Naive"	"MAGEB10"
"AC073842.2"	1.424368e-06	0.00311556	0.001	0	0.03122784	"Activated Naive"	"AC073842.2"
"CD223"	1.47829e-06	0.2200651	0.581	0.543	0.03241004	"Activated Naive"	"CD22"
"S1PR13"	1.631936e-06	0.2137886	0.143	0.092	0.03577856	"Activated Naive"	"S1PR1"
"RPL355"	2.124825e-06	0.1303729	0.98	0.984	0.04658467	"Activated Naive"	"RPL35"
"ZFY1"	2.126971e-06	0.3653834	0.072	0.038	0.04663172	"Activated Naive"	"ZFY"
"RNF1141"	2.503874e-06	0.0006897571	0.147	0.24	0.05489493	"Activated Naive"	"RNF114"
"MATN14"	2.507238e-06	0.08685439	0.02	0.006	0.05496868	"Activated Naive"	"MATN1"
"IFITM311"	2.738123e-06	0.3823603	0.323	0.269	0.06003061	"Activated Naive"	"IFITM3"
"AC016831.75"	3.540715e-06	0.4713107	0.386	0.35	0.07762663	"Activated Naive"	"AC016831.7"
"HVCN14"	3.729156e-06	0.3552543	0.482	0.452	0.08175801	"Activated Naive"	"HVCN1"
"EGR42"	3.775938e-06	0.1221332	0.02	0.006	0.08278367	"Activated Naive"	"EGR4"
"RPL10A5"	3.795091e-06	0.1191007	0.984	0.987	0.08320358	"Activated Naive"	"RPL10A"
"SYN31"	3.812852e-06	0.03265595	0.01	0.002	0.08359298	"Activated Naive"	"SYN3"
"AC010163.1"	3.82937e-06	0.010915	0.003	0	0.0839551	"Activated Naive"	"AC010163.1"
"ADRA2B4"	3.93086e-06	0.03856545	0.007	0.001	0.08618018	"Activated Naive"	"ADRA2B"
"HLA-E7"	4.131816e-06	0.1460145	0.903	0.891	0.09058593	"Activated Naive"	"HLA-E"
"EIF4A26"	4.238966e-06	0.3121043	0.652	0.674	0.09293509	"Activated Naive"	"EIF4A2"
"RARA7"	4.553831e-06	0.3224747	0.132	0.088	0.09983819	"Activated Naive"	"RARA"
"CDC372"	5.071997e-06	0.4925127	0.568	0.61	0.1111985	"Activated Naive"	"CDC37"
"SATB18"	5.279258e-06	0.2448246	0.139	0.091	0.1157425	"Activated Naive"	"SATB1"
"UTRN4"	5.452882e-06	0.3657479	0.278	0.226	0.119549	"Activated Naive"	"UTRN"
"MT-ND61"	5.568999e-06	0.3479496	0.541	0.533	0.1220947	"Activated Naive"	"MT-ND6"
"KMT2E-AS13"	5.852247e-06	0.2638082	0.139	0.093	0.1283047	"Activated Naive"	"KMT2E-AS1"
"TXLNG2"	5.875411e-06	0.005428548	0.056	0.115	0.1288125	"Activated Naive"	"TXLNG"
"ILF3-AS13"	6.568667e-06	0.3526517	0.216	0.165	0.1440114	"Activated Naive"	"ILF3-AS1"
"PATL23"	7.208598e-06	0.2279912	0.13	0.086	0.1580413	"Activated Naive"	"PATL2"
"RPS67"	7.951404e-06	0.1052662	1	0.997	0.1743266	"Activated Naive"	"RPS6"
"AC022098.43"	7.987113e-06	0.03511201	0.011	0.003	0.1751095	"Activated Naive"	"AC022098.4"
"AL021453.11"	8.171399e-06	0.2317083	0.069	0.038	0.1791497	"Activated Naive"	"AL021453.1"
"BCL11A4"	8.178409e-06	0.3721907	0.389	0.354	0.1793034	"Activated Naive"	"BCL11A"
"AL031728.12"	9.305684e-06	0.137167	0.036	0.015	0.2040178	"Activated Naive"	"AL031728.1"
"KIF92"	9.533359e-06	0.364494	0.109	0.07	0.2090094	"Activated Naive"	"KIF9"
"CNOT21"	9.794377e-06	0.008730456	0.172	0.267	0.2147319	"Activated Naive"	"CNOT2"
"DPPA45"	1.013882e-05	0.0485616	0.011	0.003	0.2222836	"Activated Naive"	"DPPA4"
"C8orf883"	1.024557e-05	0.09060885	0.026	0.009	0.2246239	"Activated Naive"	"C8orf88"
"AC006441.1"	1.047708e-05	0.0105829	0.003	0	0.2296996	"Activated Naive"	"AC006441.1"
"CXCL28"	1.054437e-05	0.1126813	0.009	0.002	0.2311747	"Activated Naive"	"CXCL2"
